Conditions,Classes
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts <= -0.46345798671245575 AND Flow_IAT_Min > -0.24809429049491882 AND Dst_Port <= -0.6557728350162506 AND Flow_Duration > -0.14930524677038193 AND Init_Bwd_Win_Byts <= -0.5816287994384766 AND Init_Bwd_Win_Byts <= -0.5827034413814545 AND Src_Port <= 1.0507227778434753 AND Init_Bwd_Win_Byts <= -0.5934100449085236 AND Flow_IAT_Min <= -0.16342080384492874 AND Src_Port > 0.4442301541566849 AND Init_Bwd_Win_Byts > -0.6030022203922272 AND Src_Port <= 1.0241985321044922 AND Flow_IAT_Min > -0.2130664959549904 AND Flow_IAT_Min <= -0.16838537901639938 AND Flow_Duration > -0.14577294886112213 AND Flow_IAT_Min > -0.1752806082367897 AND Init_Bwd_Win_Byts <= -0.5982260406017303,Mirai-HTTP Flooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port <= 1.676102638244629 AND Flow_Duration <= -0.14930524677038193 AND Dst_Port > -0.46147421002388 AND Dst_Port > -0.44411948323249817 AND Init_Bwd_Win_Byts > 0.20473046600818634 AND Dst_Port <= 1.6293988227844238 AND Dst_Port > 1.0671215653419495 AND Src_Port <= -0.9884708225727081 AND Dst_Port <= 1.5981921553611755 AND Dst_Port > 1.4937453866004944 AND Dst_Port <= 1.5924072265625 AND Flow_Duration <= -0.16098900139331818 AND Flow_Duration <= -0.17837876826524734 AND Init_Bwd_Win_Byts > 0.8095548450946808 AND Dst_Port <= 1.5675957798957825,Scan Port OS
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port > 1.676102638244629 AND Dst_Port > 1.7042311429977417 AND Dst_Port <= 1.8353999257087708 AND Src_Port <= -0.9693029522895813 AND Init_Bwd_Win_Byts > 0.8086792230606079 AND Dst_Port > 1.8055200576782227 AND Flow_IAT_Min > -0.23071829974651337,Normal
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts <= -0.46345798671245575 AND Flow_IAT_Min > -0.24809429049491882 AND Dst_Port <= -0.6557728350162506 AND Flow_Duration <= -0.14930524677038193 AND Src_Port > -1.2714509963989258 AND Init_Bwd_Win_Byts <= -0.5932110548019409 AND Src_Port > -1.1619142889976501 AND Init_Bwd_Win_Byts <= -0.5978280305862427 AND Init_Bwd_Win_Byts <= -0.6002161204814911 AND Src_Port > 0.36366286873817444 AND Src_Port > 0.449431374669075 AND Dst_Port <= -0.791267067193985 AND Src_Port > 0.8443934321403503 AND Src_Port <= 0.8849879205226898 AND Src_Port > 0.8493045568466187 AND Src_Port <= 0.8784604668617249 AND Src_Port > 0.8611368238925934 AND Flow_Duration <= -0.16601572185754776,Scan Hostport
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port > 0.8734250068664551 AND Src_Port > 0.8735286295413971 AND Src_Port <= 0.8740052282810211 AND Src_Port > 0.8737565577030182 AND Flow_IAT_Min <= -0.2199617326259613 AND Init_Bwd_Win_Byts <= 2.005392551422119 AND Flow_IAT_Min > -0.24368134140968323 AND Init_Bwd_Win_Byts > 1.9850937128067017 AND Init_Bwd_Win_Byts > 1.9983078241348267 AND Flow_Duration <= -0.1580001339316368 AND Flow_IAT_Min > -0.24257809668779373 AND Init_Bwd_Win_Byts > 1.9984670281410217 AND Init_Bwd_Win_Byts > 2.0052731037139893 AND Flow_IAT_Min > -0.24202647805213928 AND Flow_Duration > -0.17606918513774872,Scan Hostport
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port > 1.676102638244629 AND Dst_Port > 1.7042311429977417 AND Dst_Port <= 1.8353999257087708 AND Src_Port > -0.9693029522895813 AND Dst_Port <= 1.8138524889945984 AND Flow_IAT_Min <= -0.24423296004533768 AND Init_Bwd_Win_Byts > 4.045858860015869 AND Flow_IAT_Min <= -0.24478457868099213 AND Flow_Duration <= -0.12036758661270142 AND Flow_Duration > -0.14115379378199577 AND Init_Bwd_Win_Byts > 4.394520282745361,Mirai-HTTP Flooding
Flow_Duration > -0.11669943109154701 AND Flow_Duration <= -0.04877065494656563 AND Init_Bwd_Win_Byts > -0.6006141304969788 AND Src_Port <= -0.9739032685756683 AND Dst_Port > 0.9349709153175354 AND Dst_Port > 1.9691427946090698 AND Init_Bwd_Win_Byts > -0.42489029467105865,DoS-Synflooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port > 0.8749170005321503 AND Src_Port > 0.909543514251709 AND Dst_Port <= -0.4858875721693039 AND Flow_Duration > -0.14916939288377762 AND Dst_Port <= -0.7424137890338898 AND Flow_IAT_Min > -0.23871676623821259 AND Init_Bwd_Win_Byts > 1.5214852094650269 AND Init_Bwd_Win_Byts > 2.8836535811424255 AND Flow_IAT_Min <= -0.13914958387613297 AND Flow_IAT_Min <= -0.15349166840314865 AND Flow_IAT_Min > -0.15983528643846512,Mirai-Ackflooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port <= 1.676102638244629 AND Flow_Duration <= -0.14930524677038193 AND Dst_Port <= -0.46147421002388 AND Src_Port > 0.8123571872711182 AND Init_Bwd_Win_Byts <= -0.4380248039960861 AND Init_Bwd_Win_Byts <= -0.43957705795764923 AND Init_Bwd_Win_Byts > -0.44351741671562195 AND Flow_Duration <= -0.17362374812364578 AND Flow_IAT_Min > -0.24395715445280075 AND Src_Port <= 0.8462791442871094 AND Flow_Duration <= -0.17702019214630127,Mirai-Ackflooding
Flow_Duration > -0.11669943109154701 AND Flow_Duration <= -0.04877065494656563 AND Init_Bwd_Win_Byts > -0.6006141304969788 AND Src_Port <= -0.9739032685756683 AND Dst_Port <= 0.9349709153175354 AND Src_Port <= -1.2719069123268127 AND Dst_Port <= 0.8213425874710083,Normal
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port > 1.676102638244629 AND Dst_Port > 1.7042311429977417 AND Dst_Port <= 1.8353999257087708 AND Src_Port <= -0.9693029522895813 AND Init_Bwd_Win_Byts <= 0.8086792230606079 AND Src_Port <= -1.1358667314052582 AND Dst_Port <= 1.7457603812217712 AND Flow_IAT_Min > -0.24202647805213928 AND Dst_Port <= 1.724319040775299,Mirai-Hostbruteforceg
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts <= -0.46345798671245575 AND Flow_IAT_Min > -0.24809429049491882 AND Dst_Port <= -0.6557728350162506 AND Flow_Duration <= -0.14930524677038193 AND Src_Port > -1.2714509963989258 AND Init_Bwd_Win_Byts <= -0.5932110548019409 AND Src_Port > -1.1619142889976501 AND Init_Bwd_Win_Byts <= -0.5978280305862427 AND Init_Bwd_Win_Byts <= -0.6002161204814911 AND Src_Port > 0.36366286873817444 AND Src_Port > 0.449431374669075 AND Dst_Port <= -0.791267067193985 AND Src_Port <= 0.8443934321403503 AND Init_Bwd_Win_Byts <= -0.6004151403903961 AND Src_Port > 0.7473521530628204 AND Flow_Duration <= -0.16017385572195053 AND Init_Bwd_Win_Byts > -0.6017683744430542 AND Flow_Duration <= -0.16248343139886856 AND Src_Port > 0.8330584764480591,Normal
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port > 1.8512156009674072 AND Dst_Port <= 1.8638468384742737 AND Dst_Port > 1.8575577139854431 AND Dst_Port <= 1.8590437769889832 AND Dst_Port <= 1.8583272695541382 AND Init_Bwd_Win_Byts <= 1.9986262321472168 AND Init_Bwd_Win_Byts <= 1.9921783804893494 AND Flow_IAT_Min > -0.24423296004533768 AND Init_Bwd_Win_Byts <= 1.9640784859657288 AND Init_Bwd_Win_Byts <= 1.9606157541275024 AND Flow_Duration > -0.15636984258890152 AND Flow_IAT_Min > -0.24202647805213928 AND Flow_Duration <= -0.15147896856069565 AND Flow_IAT_Min > -0.19789697974920273 AND Flow_IAT_Min <= -0.19624212384223938 AND Bwd_PSH_Flags > 2.5738614946603775,Scan Hostport
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port > 0.8749170005321503 AND Src_Port <= 0.909543514251709 AND Src_Port <= 0.893028050661087 AND Dst_Port <= -0.5620997697114944 AND Src_Port > 0.8815687596797943 AND Src_Port <= 0.8835166394710541 AND Init_Bwd_Win_Byts > -0.4363929331302643 AND Init_Bwd_Win_Byts <= -0.02285480871796608 AND Flow_IAT_Min <= -0.24202647805213928 AND Flow_Duration > -0.17865048348903656 AND Init_Bwd_Win_Byts <= -0.03905404079705477 AND Flow_Duration > -0.1381649300456047 AND Flow_Duration > -0.12131858989596367 AND Flow_Duration > -0.1199600137770176 AND Flow_Duration > -0.11724286153912544,Mirai-HTTP Flooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port > 0.8734250068664551 AND Src_Port > 0.8735286295413971 AND Src_Port > 0.8740052282810211 AND Src_Port > 0.874875545501709 AND Flow_IAT_Min <= -0.2332005798816681 AND Flow_IAT_Min <= -0.24092324078083038 AND Init_Bwd_Win_Byts > 1.932635247707367 AND Init_Bwd_Win_Byts <= 1.9705263376235962 AND Flow_Duration <= -0.17783533781766891 AND Init_Bwd_Win_Byts <= 1.9645163416862488 AND Init_Bwd_Win_Byts > 1.95400869846344 AND Flow_Duration <= -0.17810705304145813 AND Init_Bwd_Win_Byts <= 1.956954002380371 AND Flow_Duration > -0.17892219871282578 AND Flow_IAT_Min <= -0.24312972277402878,Scan Port OS
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port <= 1.676102638244629 AND Flow_Duration > -0.14930524677038193 AND Init_Bwd_Win_Byts > -0.4528309851884842 AND Init_Bwd_Win_Byts <= 1.991342544555664 AND Src_Port <= 0.8073424398899078 AND Src_Port <= 0.7370739877223969 AND Init_Bwd_Win_Byts <= 0.7096131443977356 AND Init_Bwd_Win_Byts <= -0.28474901616573334 AND Src_Port > -0.512775719165802 AND Flow_Duration > -0.14455023407936096 AND Init_Bwd_Win_Byts > -0.42441268265247345 AND Flow_Duration <= -0.12281302362680435 AND Dst_Port > -0.9260448515415192 AND Init_Bwd_Win_Byts > -0.38695940375328064 AND Init_Bwd_Win_Byts > -0.31463998556137085,Mirai-HTTP Flooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port > 0.8734250068664551 AND Src_Port > 0.8735286295413971 AND Src_Port > 0.8740052282810211 AND Src_Port > 0.874875545501709 AND Flow_IAT_Min <= -0.2332005798816681 AND Flow_IAT_Min <= -0.24092324078083038 AND Init_Bwd_Win_Byts <= 1.932635247707367 AND Flow_Duration > -0.17783533781766891 AND Flow_IAT_Min > -0.24423296004533768 AND Flow_Duration <= -0.15283754467964172 AND Flow_Duration > -0.15473955124616623 AND Flow_IAT_Min > -0.24312972277402878 AND Flow_Duration > -0.1541961207985878 AND Flow_Duration <= -0.15310925990343094 AND Flow_Duration <= -0.15338097512722015 AND Flow_Duration > -0.15365269035100937 AND Flow_IAT_Min > -0.24257809668779373,Scan Hostport
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts <= -0.46345798671245575 AND Flow_IAT_Min > -0.24809429049491882 AND Dst_Port > -0.6557728350162506 AND Dst_Port <= 1.365336298942566 AND Bwd_PSH_Flags > 2.5738614946603775 AND Init_Bwd_Win_Byts > -0.5981464684009552 AND Dst_Port > 1.3522539138793945 AND Flow_Duration > -0.1575925573706627 AND Flow_Duration > -0.1558264121413231 AND Flow_Duration > -0.15473955124616623 AND Flow_IAT_Min <= -0.23733772337436676 AND Flow_Duration <= -0.13762149959802628 AND Flow_IAT_Min > -0.24312972277402878 AND Flow_IAT_Min <= -0.2423022910952568,Mirai-HTTP Flooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port > 0.8749170005321503 AND Src_Port > 0.909543514251709 AND Dst_Port <= -0.4858875721693039 AND Flow_Duration <= -0.14916939288377762 AND Init_Bwd_Win_Byts > -0.27583347260951996 AND Src_Port <= 1.0165314078330994 AND Src_Port > 0.9754603505134583 AND Dst_Port > -0.9260448515415192 AND Src_Port <= 1.00733083486557 AND Src_Port > 0.9770144820213318 AND Init_Bwd_Win_Byts > 0.33460292406380177 AND Src_Port > 0.9893233478069305 AND Src_Port <= 0.9930326044559479 AND Flow_Duration > -0.15636984258890152 AND Init_Bwd_Win_Byts > 2.3019139766693115,Scan Hostport
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port > 0.8749170005321503 AND Src_Port > 0.909543514251709 AND Dst_Port <= -0.4858875721693039 AND Flow_Duration <= -0.14916939288377762 AND Init_Bwd_Win_Byts > -0.27583347260951996 AND Src_Port > 1.0165314078330994 AND Src_Port > 1.020406424999237 AND Dst_Port <= -0.7132238745689392 AND Init_Bwd_Win_Byts <= 0.15812285244464874 AND Src_Port <= 1.1031081080436707 AND Src_Port > 1.0448169708251953 AND Src_Port <= 1.080272376537323 AND Src_Port > 1.0736620426177979,Normal
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port <= 1.676102638244629 AND Flow_Duration <= -0.14930524677038193 AND Dst_Port > -0.46147421002388 AND Dst_Port > -0.44411948323249817 AND Init_Bwd_Win_Byts <= 0.20473046600818634 AND Init_Bwd_Win_Byts > -0.20637976378202438 AND Src_Port > -1.2999852895736694 AND Init_Bwd_Win_Byts <= 0.10829130560159683 AND Flow_Duration > -0.15718498826026917 AND Flow_IAT_Min <= -0.19706954807043076 AND Flow_IAT_Min > -0.2199617326259613 AND Flow_IAT_Min > -0.19900021702051163,Mirai-Ackflooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts <= -0.46345798671245575 AND Flow_IAT_Min > -0.24809429049491882 AND Dst_Port > -0.6557728350162506 AND Dst_Port <= 1.365336298942566 AND Bwd_PSH_Flags <= 2.5738614946603775 AND Src_Port <= 1.096891462802887 AND Flow_Duration > -0.14957696199417114 AND Dst_Port > -0.44733037054538727 AND Flow_Duration > -0.14930524677038193 AND Dst_Port <= -0.3370986729860306 AND Flow_IAT_Min <= -0.23926838487386703 AND Flow_IAT_Min > -0.24699105322360992 AND Flow_IAT_Min <= -0.24478457868099213 AND Flow_Duration <= -0.11697114631533623 AND Flow_Duration > -0.11914486810564995 AND Flow_IAT_Min > -0.24643943458795547 AND Flow_Duration > -0.11860143765807152 AND Flow_IAT_Min <= -0.24588781595230103 AND Flow_Duration > -0.11792214959859848,Mirai-Ackflooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port > 0.8734250068664551 AND Src_Port > 0.8735286295413971 AND Src_Port > 0.8740052282810211 AND Src_Port > 0.874875545501709 AND Flow_IAT_Min <= -0.2332005798816681 AND Flow_IAT_Min <= -0.24092324078083038 AND Init_Bwd_Win_Byts > 1.932635247707367 AND Init_Bwd_Win_Byts <= 1.9705263376235962 AND Flow_Duration <= -0.17783533781766891 AND Init_Bwd_Win_Byts <= 1.9645163416862488 AND Init_Bwd_Win_Byts > 1.95400869846344 AND Flow_Duration <= -0.17810705304145813 AND Init_Bwd_Win_Byts > 1.956954002380371 AND Init_Bwd_Win_Byts > 1.9572724103927612 AND Init_Bwd_Win_Byts > 1.959023654460907 AND Flow_IAT_Min > -0.24395714700222015 AND Init_Bwd_Win_Byts <= 1.962247610092163,Scan Port OS
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port > 1.676102638244629 AND Dst_Port > 1.7042311429977417 AND Dst_Port <= 1.8353999257087708 AND Src_Port <= -0.9693029522895813 AND Init_Bwd_Win_Byts <= 0.8086792230606079 AND Src_Port > -1.1358667314052582,Scan Port OS
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port <= 1.676102638244629 AND Flow_Duration > -0.14930524677038193 AND Init_Bwd_Win_Byts > -0.4528309851884842 AND Init_Bwd_Win_Byts > 1.991342544555664 AND Dst_Port <= -0.4858875721693039 AND Src_Port <= 0.8602457940578461 AND Dst_Port <= -0.5477967262268066 AND Flow_IAT_Min > -0.24257809668779373 AND Src_Port > 0.3075268641114235 AND Flow_IAT_Min > -0.17362575232982635 AND Flow_IAT_Min <= -0.1496303379535675 AND Src_Port <= 0.4260776489973068,Mirai-Ackflooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port > 1.8512156009674072 AND Dst_Port <= 1.8638468384742737 AND Dst_Port > 1.8575577139854431 AND Dst_Port <= 1.8590437769889832 AND Dst_Port <= 1.8583272695541382 AND Init_Bwd_Win_Byts <= 1.9986262321472168 AND Init_Bwd_Win_Byts <= 1.9921783804893494 AND Flow_IAT_Min > -0.24423296004533768 AND Init_Bwd_Win_Byts <= 1.9640784859657288 AND Init_Bwd_Win_Byts <= 1.9606157541275024 AND Flow_Duration > -0.15636984258890152 AND Flow_IAT_Min > -0.24202647805213928 AND Flow_Duration > -0.15147896856069565 AND Flow_IAT_Min <= -0.18576136976480484 AND Flow_Duration <= -0.15012039244174957 AND Flow_IAT_Min <= -0.2119632586836815,Scan Hostport
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port <= 1.676102638244629 AND Flow_Duration <= -0.14930524677038193 AND Dst_Port <= -0.46147421002388 AND Src_Port > 0.8123571872711182 AND Init_Bwd_Win_Byts > -0.4380248039960861 AND Dst_Port > -0.7527363896369934 AND Src_Port <= 0.8512109816074371 AND Dst_Port <= -0.5339182317256927 AND Flow_Duration > -0.17810705304145813 AND Init_Bwd_Win_Byts > -0.27774395048618317 AND Init_Bwd_Win_Byts > 2.102826714515686 AND Flow_Duration <= -0.17185760289430618 AND Flow_Duration <= -0.1774277612566948 AND Src_Port <= 0.8258679211139679,Mirai-Ackflooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port <= 1.676102638244629 AND Flow_Duration <= -0.14930524677038193 AND Dst_Port > -0.46147421002388 AND Dst_Port > -0.44411948323249817 AND Init_Bwd_Win_Byts > 0.20473046600818634 AND Dst_Port <= 1.6293988227844238 AND Dst_Port <= 1.0671215653419495 AND Dst_Port <= 1.0216118693351746 AND Bwd_PSH_Flags > 2.5738614946603775 AND Dst_Port <= 0.8450925350189209 AND Dst_Port > 0.8054473400115967 AND Flow_Duration <= -0.17865048348903656,Scan Hostport
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port > 0.8734250068664551 AND Src_Port > 0.8735286295413971 AND Src_Port <= 0.8740052282810211 AND Src_Port > 0.8737565577030182 AND Flow_IAT_Min > -0.2199617326259613 AND Flow_IAT_Min > -0.20175831019878387 AND Flow_Duration <= -0.14984867721796036 AND Flow_Duration <= -0.15012039244174957 AND Flow_IAT_Min > -0.19017431885004044 AND Flow_Duration > -0.15093553811311722 AND Flow_Duration <= -0.1503921076655388 AND Bwd_PSH_Flags <= 2.5738614946603775 AND Flow_Duration <= -0.150663822889328 AND Init_Bwd_Win_Byts <= 0.7721016108989716,Scan Hostport
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts > -0.46345798671245575 AND Src_Port <= 0.8749170005321503 AND Src_Port <= 0.8734250068664551 AND Dst_Port <= 1.8512156009674072 AND Dst_Port <= 1.676102638244629 AND Flow_Duration > -0.14930524677038193 AND Init_Bwd_Win_Byts > -0.4528309851884842 AND Init_Bwd_Win_Byts <= 1.991342544555664 AND Src_Port > 0.8073424398899078 AND Src_Port <= 0.8636027574539185 AND Flow_Duration > -0.14604466408491135 AND Flow_IAT_Min <= -0.12039454281330109 AND Flow_IAT_Min <= -0.1686611846089363 AND Flow_IAT_Min <= -0.24092324078083038 AND Src_Port > 0.8472323417663574 AND Flow_Duration <= -0.1308286190032959 AND Flow_Duration <= -0.13408920168876648 AND Flow_IAT_Min <= -0.24368134140968323,Mirai-Ackflooding
Flow_Duration <= -0.11669943109154701 AND Init_Bwd_Win_Byts <= -0.46345798671245575 AND Flow_IAT_Min > -0.24809429049491882 AND Dst_Port <= -0.6557728350162506 AND Flow_Duration <= -0.14930524677038193 AND Src_Port > -1.2714509963989258 AND Init_Bwd_Win_Byts > -0.5932110548019409 AND Src_Port <= 1.080272376537323 AND Src_Port > 0.5999148190021515 AND Init_Bwd_Win_Byts > -0.5840567052364349 AND Src_Port > 1.0228723287582397 AND Src_Port <= 1.0326945781707764 AND Init_Bwd_Win_Byts > -0.5132497251033783,Mirai-Hostbruteforceg
